area_name,n_unmarried_males_20_24,n_unmarried_males_25_29,n_unmarried_males_30_34,n_married_males_20_24,n_married_males_25_29,n_married_males_30_34,n_unmarried_females_20_24,n_unmarried_females_25_29,n_unmarried_females_30_34,n_married_females_20_24,n_married_females_25_29,n_married_females_30_34,n_males_middle_school_dropout,n_males_high_school_dropout,n_males_ged,n_males_college_dropout,n_males_associates,n_males_bachelors,n_males_grad,n_females_middle_school_dropout,n_females_high_school_dropout,n_females_ged,n_females_college_dropout,n_females_associates,n_females_bachelors,n_females_grad,n_households,n_white_households,n_black_households,n_amerindian_households,n_asian_households,n_islander_households,n_mixed_households,n_hispanic_households,median_income_males_living_alone,median_income_females_living_alone,p_male_disabled,p_female_disabled,p_white_disabled,p_black_disabled,p_amerindian_disabled,p_asian_disabled,p_hawaiian_disabled,p_nonhisp_white_disabled,p_hispanic_disabled,p_disabled_18_34,p_deaf_18_34,p_blind_18_34,p_cognitive_18_34,p_ambulatory_18_34,p_self_care_18_34,p_independent_living_18_34,median_rent_overall,median_rent_0_bed,median_rent_1_bed,median_rent_2_bed,median_rent_3_bed,n_males_20_34,n_males_35_44,n_females_20_34,n_females_35_44,n_labor_males,n_working_males,n_labor_females,n_working_females,p_married,p_unmarried,p_males_20_34_unmarried,p_females_20_34_unmarried,p_hispanic_unmarried,p_white_unmarried,p_black_unmarried,p_amerindian_unmarried,p_asian_unmarried,p_islander_unmarried,p_white_non_hispanic_unmarried,p_unmarried_males_working,p_unmarried_females_working,n_people,n_males,n_females,n_males_18over,n_females_18over,n_males_65over,n_females_65over,n_white,n_black,n_amerindian,n_asian,n_indian,n_islander,n_mixed,n_hapa,n_hispanic,n_cuban,n_housing,total,n_unmarried_households,n_male_male_couple,n_male_female_couple,n_female_female_couple,n_female_male_couple,n_other_household,percent_obese_fem,percent_obese_male,p_unmarried_20_24_female,p_unmarried_25_29_female,p_unmarried_30_34_female,n_extra_unmarried_20_24_females,m_f_income_gap,m_f_income_ratio,p_gay,m_f_obesity_diff,p_hapa,p_white,p_black
"Birmingham-Hoover, AL Metro Area",30141.0,23598.0,14799.0,2222.0,10768.0,16093.0,28424.0,20390.0,13782.0,3762.0,14302.0,18639.0,776.0,5653.0,17949.0,15822.0,1721.0,3625.0,340.0,412.0,4278.0,13413.0,19898.0,2430.0,5544.0,372.0,417562.0,274938.0,126441.0,1194.0,5305.0,69.0,4762.0,12371.0,33765.0,26435.0,14.5,15.1,14.3,17.0,23.6,6.4,21.5,14.6,6.6,7.2,0.9,1.3,4.4,1.8,0.9,2.7,896.0,734.0,762.0,869.0,1034.0,105491.0,68248.0,109999.0,72517.0,408453.0,271104.0,455066.0,257828.0,48.3,30.8,65.0,56.9,38.6,23.7,45.4,41.3,27.8,33.5,23.4,31.0,32.0,1085330.0,521496.0,563834.0,393845.0,440987.0,72128.0,96652.0,698709.0,327619.0,2967.0,16011.0,4509.0,288.0,18380.0,3262.0,49276.0,1133.0,484865.0,440651.0,17252.0,526.0,7983.0,553.0,8190.0,423399.0,34.5,32.4,0.4853410740203193,0.4635355096844594,0.48220846016584445,-1717.0,7330.0,1.277283903915264,0.03048921864131695,-2.1000000000000014,0.003005537486294491,0.6437756258465167,0.30186118507734977
"Bismarck, ND Metro Area",3912.0,2893.0,1767.0,208.0,1788.0,2954.0,3214.0,1899.0,1106.0,545.0,2327.0,2849.0,34.0,513.0,2175.0,1902.0,498.0,581.0,24.0,6.0,515.0,1735.0,1816.0,542.0,825.0,25.0,53810.0,50114.0,951.0,1485.0,344.0,21.0,634.0,1175.0,45973.0,29307.0,10.2,9.6,10.0,7.0,8.0,7.5,70.7,10.0,7.9,5.1,0.7,1.6,2.8,1.1,1.1,2.1,867.0,678.0,754.0,867.0,1226.0,14144.0,8468.0,12902.0,7686.0,50698.0,37925.0,50630.0,34045.0,55.1,28.4,60.6,48.2,45.5,26.4,52.0,61.6,30.8,71.9,26.0,31.1,26.2,127503.0,64036.0,63467.0,49038.0,49294.0,8971.0,11203.0,115747.0,2450.0,4986.0,967.0,88.0,99.0,2512.0,455.0,3492.0,43.0,58568.0,54891.0,3491.0,47.0,1806.0,22.0,1616.0,51400.0,29.0,31.1,0.4510244176255964,0.39628547579298834,0.384963452836756,-698.0,16666.0,1.5686696011191865,0.013463191062732742,2.1000000000000014,0.0035685434852513274,0.9077982478843635,0.019215234151353303
"Blackfoot, ID Micro Area",915.0,570.0,204.0,147.0,526.0,953.0,838.0,337.0,301.0,312.0,805.0,934.0,2.0,388.0,1102.0,484.0,41.0,57.0,0.0,22.0,159.0,787.0,862.0,72.0,92.0,13.0,14989.0,12756.0,0.0,860.0,68.0,4.0,404.0,2011.0,26184.0,21306.0,17.0,14.7,16.0,11.9,18.3,0.0,12.5,16.4,13.4,8.5,0.7,2.1,5.8,2.1,0.3,1.8,662.0,,431.0,616.0,818.0,4010.0,2741.0,4145.0,2771.0,16535.0,11597.0,16666.0,9147.0,57.6,24.6,42.1,35.6,37.0,20.7,100.0,52.7,14.2,12.5,19.9,21.6,26.2,45839.0,22914.0,22925.0,15730.0,15894.0,2997.0,3298.0,37701.0,143.0,2936.0,263.0,38.0,24.0,1575.0,230.0,8247.0,0.0,16745.0,14772.0,752.0,12.0,461.0,0.0,279.0,14020.0,33.2,32.3,0.4780376497432972,0.3715545755237045,0.596039603960396,-77.0,4878.0,1.2289495916643198,0.015957446808510637,-0.9000000000000057,0.005017561465127948,0.8224655860729946,0.003119614302231724
"Blacksburg-Christiansburg, VA Metro Area",12670.0,4129.0,1804.0,465.0,1681.0,2479.0,9718.0,3099.0,1499.0,534.0,2121.0,2258.0,40.0,434.0,4138.0,12824.0,823.0,2381.0,205.0,41.0,458.0,3227.0,10901.0,593.0,2039.0,180.0,62701.0,56995.0,2286.0,169.0,2162.0,42.0,672.0,1038.0,34780.0,26721.0,12.3,13.1,13.0,13.2,24.5,3.9,3.3,13.2,9.0,6.5,1.0,1.6,4.5,1.0,0.9,1.9,875.0,702.0,668.0,805.0,1057.0,24332.0,8840.0,20774.0,8304.0,72459.0,42827.0,70885.0,38343.0,41.0,42.0,76.5,68.9,62.7,39.2,63.4,62.7,60.2,79.7,38.7,39.1,39.4,166785.0,84396.0,82389.0,70834.0,69288.0,11109.0,13657.0,146641.0,8038.0,429.0,7046.0,1520.0,123.0,3138.0,891.0,4592.0,151.0,72443.0,,,,,,,,28.0,26.2,0.4340718241915312,0.4287493082457111,0.45382985165001516,-2952.0,8059.0,1.3015979940870477,,-1.8000000000000007,0.005342207033006565,0.8792217525556855,0.048193782414485714
"Bloomington, IL Metro Area",10151.0,3985.0,1665.0,363.0,1463.0,3317.0,10305.0,3136.0,1610.0,630.0,2093.0,3283.0,31.0,1173.0,2406.0,8662.0,931.0,1080.0,87.0,80.0,844.0,1820.0,10729.0,942.0,1461.0,150.0,65845.0,56664.0,4994.0,99.0,2946.0,0.0,793.0,2379.0,39905.0,31193.0,9.6,9.2,9.9,8.0,14.9,3.8,0.0,10.1,7.4,5.2,0.8,0.9,3.3,0.9,0.6,1.6,845.0,593.0,685.0,870.0,1110.0,21794.0,10374.0,22276.0,10325.0,67277.0,46806.0,72249.0,44913.0,47.3,38.4,72.5,67.6,49.0,36.8,56.4,49.8,30.0,0.0,36.3,36.1,37.5,172578.0,83872.0,88706.0,64976.0,70251.0,9704.0,12245.0,143728.0,14423.0,355.0,8797.0,5712.0,33.0,4072.0,1284.0,8495.0,171.0,72384.0,72822.0,3351.0,70.0,1603.0,74.0,1604.0,69471.0,30.7,28.6,0.5037641767696519,0.4403875860132004,0.4916030534351145,154.0,8712.0,1.2792934312185427,0.02088928678006565,-2.099999999999998,0.007440114035392692,0.8328292134571035,0.08357380430877633
"Bloomington, IN Metro Area",14088.0,5045.0,2624.0,225.0,1369.0,2176.0,13036.0,3293.0,1097.0,449.0,1937.0,2746.0,69.0,681.0,3443.0,13297.0,382.0,2254.0,214.0,101.0,686.0,3077.0,12490.0,631.0,2751.0,237.0,64400.0,57574.0,1690.0,205.0,3129.0,8.0,1600.0,1475.0,29176.0,25113.0,12.2,11.8,12.5,15.0,28.9,3.3,0.0,12.6,10.7,4.6,0.6,0.7,3.3,0.7,0.3,1.9,905.0,646.0,753.0,894.0,1166.0,26688.0,8938.0,24691.0,8633.0,70966.0,45477.0,71895.0,42590.0,39.5,43.9,81.5,70.6,59.8,41.1,61.4,29.5,68.1,34.8,40.6,42.7,39.8,167296.0,83482.0,83814.0,69342.0,70426.0,10019.0,12394.0,146277.0,4567.0,410.0,9887.0,1936.0,23.0,5388.0,1695.0,5260.0,134.0,71783.0,64232.0,4664.0,160.0,2130.0,183.0,2191.0,59568.0,26.1,26.1,0.4806075800029494,0.39493883425281845,0.2948132222520828,-1052.0,4063.0,1.1617887150081632,0.03430531732418525,0.0,0.010131742540168324,0.8743604150726856,0.027298919280795714
"Bloomsburg-Berwick, PA Metro Area",3468.0,1672.0,1123.0,137.0,663.0,1069.0,4094.0,1250.0,789.0,224.0,796.0,1037.0,63.0,401.0,1745.0,2506.0,194.0,352.0,8.0,268.0,365.0,1361.0,3640.0,170.0,556.0,15.0,33776.0,32640.0,304.0,60.0,400.0,6.0,256.0,606.0,30097.0,21603.0,13.7,14.1,14.0,9.1,25.3,4.3,30.0,14.0,12.5,7.5,1.5,1.3,4.6,1.8,1.4,2.7,748.0,601.0,628.0,773.0,869.0,8466.0,4410.0,8799.0,4337.0,33526.0,21422.0,37027.0,19391.0,46.6,33.9,74.0,69.7,52.6,32.7,83.3,19.0,31.0,0.0,32.4,33.9,30.2,83974.0,40284.0,43690.0,32523.0,36148.0,6965.0,9246.0,79660.0,1505.0,89.0,1367.0,582.0,20.0,859.0,133.0,2314.0,18.0,38375.0,34064.0,2437.0,52.0,1263.0,52.0,1070.0,31627.0,29.5,29.6,0.5413911663581064,0.4277891854893908,0.41265690376569036,626.0,8494.0,1.3931861315558025,0.021337710299548625,0.10000000000000142,0.0015838235644366114,0.9486269559625599,0.017922214018624812
"Bluefield, WV-VA Micro Area",2956.0,1764.0,1083.0,254.0,1198.0,1434.0,2202.0,1309.0,700.0,423.0,1269.0,1588.0,98.0,600.0,1619.0,1683.0,206.0,219.0,6.0,1.0,564.0,1363.0,1718.0,241.0,323.0,0.0,44114.0,41462.0,1966.0,178.0,131.0,0.0,365.0,205.0,25852.0,18641.0,24.6,24.1,24.5,23.7,20.9,12.7,0.0,24.5,18.0,10.9,1.3,2.5,7.1,3.0,1.2,4.1,662.0,329.0,441.0,643.0,732.0,9626.0,6319.0,8825.0,6346.0,43023.0,22047.0,46082.0,20501.0,49.9,24.8,60.3,47.7,49.3,23.1,51.3,35.4,51.1,0.0,23.0,29.2,23.6,107910.0,52630.0,55280.0,41725.0,44825.0,10202.0,12948.0,100003.0,5417.0,206.0,627.0,51.0,32.0,1464.0,157.0,1211.0,44.0,54076.0,41924.0,2260.0,4.0,1161.0,28.0,1067.0,39664.0,35.9,36.3,0.42690965490500193,0.42596810933940776,0.3925967470555244,-754.0,7211.0,1.3868354702000965,0.0017699115044247787,0.3999999999999986,0.0014549161338152164,0.9267259753498286,0.05019924010749699
"Blytheville, AR Micro Area",1145.0,1003.0,561.0,181.0,455.0,371.0,1171.0,635.0,572.0,105.0,588.0,403.0,4.0,343.0,1106.0,231.0,94.0,113.0,0.0,7.0,192.0,968.0,622.0,66.0,16.0,19.0,16389.0,10144.0,5643.0,2.0,58.0,9.0,279.0,452.0,21550.0,18512.0,19.4,20.5,23.0,16.0,0.0,2.3,27.3,23.1,14.3,8.6,0.5,1.9,7.2,2.3,1.6,4.3,632.0,438.0,443.0,620.0,763.0,4196.0,2397.0,4046.0,2661.0,15605.0,9871.0,16918.0,9258.0,41.7,33.3,64.6,58.8,41.6,24.6,49.1,61.3,31.9,72.7,24.3,33.9,33.5,42126.0,20436.0,21690.0,14829.0,16203.0,2661.0,3427.0,25411.0,14212.0,31.0,238.0,23.0,33.0,1351.0,15.0,1740.0,13.0,20559.0,16888.0,1260.0,104.0,653.0,21.0,482.0,15628.0,36.9,34.2,0.5056131260794473,0.3876678876678877,0.5048543689320388,26.0,3038.0,1.1641097666378566,0.08253968253968254,-2.6999999999999957,0.00035607463324312775,0.6032141670227413,0.33736884584342214
"Bogalusa, LA Micro Area",1337.0,971.0,566.0,31.0,378.0,523.0,1110.0,754.0,429.0,50.0,590.0,498.0,35.0,264.0,1263.0,260.0,80.0,58.0,0.0,41.0,272.0,673.0,672.0,55.0,61.0,0.0,17613.0,12158.0,5172.0,35.0,12.0,0.0,145.0,248.0,21306.0,14499.0,20.4,22.9,21.6,21.9,41.3,28.9,,21.8,13.7,11.3,0.2,1.4,6.9,3.0,2.2,3.8,655.0,471.0,511.0,562.0,820.0,4065.0,3043.0,4147.0,2854.0,17931.0,9739.0,18746.0,9550.0,42.4,32.1,70.7,55.3,37.5,24.9,48.9,53.4,36.5,,24.5,35.8,32.2,46435.0,22925.0,23510.0,17164.0,18090.0,3617.0,4518.0,31086.0,14032.0,107.0,52.0,8.0,0.0,777.0,0.0,1058.0,0.0,21777.0,17337.0,1214.0,19.0,502.0,51.0,642.0,16123.0,33.3,31.3,0.4536166734777278,0.4371014492753623,0.4311557788944724,-227.0,6807.0,1.4694806538381957,0.015650741350906095,-1.9999999999999964,0.0,0.6694519220415635,0.30218585118983526
"Boise City, ID Metro Area",20475.0,14806.0,8688.0,1960.0,7461.0,12537.0,16604.0,11844.0,6388.0,3233.0,9612.0,14514.0,325.0,3897.0,13442.0,11260.0,1391.0,2262.0,164.0,154.0,3273.0,9500.0,12771.0,1820.0,2362.0,241.0,260369.0,237643.0,1744.0,1928.0,4299.0,604.0,5787.0,25204.0,35349.0,26821.0,12.8,11.3,12.3,9.3,17.1,7.7,4.7,12.6,9.5,7.7,0.9,1.2,5.2,1.7,1.3,3.6,958.0,701.0,747.0,898.0,1134.0,72714.0,48166.0,69555.0,47276.0,273273.0,191203.0,278228.0,166479.0,52.2,29.6,60.5,50.1,42.9,28.2,46.7,36.3,27.4,56.2,27.1,30.7,29.5,710743.0,354905.0,355838.0,262585.0,267272.0,46407.0,54143.0,625197.0,7267.0,5308.0,13645.0,1768.0,1442.0,24907.0,7352.0,97323.0,821.0,275597.0,253531.0,14689.0,419.0,7013.0,576.0,6681.0,238842.0,27.3,25.4,0.44780064187275814,0.4444277673545966,0.42371981958079064,-3871.0,8528.0,1.3179598076134373,0.02852474640887739,-1.9000000000000021,0.010344104690443662,0.8796386316854334,0.010224511532297892
"Bonham, TX Micro Area",1091.0,665.0,575.0,105.0,282.0,518.0,645.0,280.0,138.0,176.0,446.0,595.0,74.0,393.0,679.0,541.0,44.0,0.0,15.0,50.0,131.0,415.0,455.0,92.0,55.0,0.0,12453.0,11399.0,492.0,93.0,71.0,4.0,326.0,699.0,29551.0,19898.0,16.2,14.6,15.4,20.8,23.0,4.0,0.0,16.4,6.0,6.9,0.3,1.1,4.0,2.5,1.3,1.9,788.0,572.0,559.0,725.0,972.0,3896.0,2179.0,2573.0,1915.0,14967.0,7837.0,13074.0,6714.0,53.8,25.1,59.8,41.3,36.6,21.7,52.2,35.2,36.7,69.2,20.5,23.2,16.5,34537.0,18246.0,16291.0,14576.0,12643.0,3073.0,3325.0,30288.0,1953.0,267.0,232.0,0.0,13.0,1142.0,103.0,3900.0,22.0,14464.0,12231.0,512.0,0.0,219.0,14.0,279.0,11719.0,21.5,22.0,0.3715437788018433,0.2962962962962963,0.1935483870967742,-446.0,9653.0,1.4851241330787013,0.0,0.5,0.0029823088282132206,0.876972522222544,0.056548049917479803
"Boone, NC Micro Area",5575.0,1337.0,582.0,86.0,320.0,676.0,4208.0,872.0,151.0,82.0,504.0,863.0,3.0,190.0,963.0,5628.0,520.0,546.0,46.0,30.0,155.0,556.0,5994.0,505.0,829.0,56.0,21077.0,20277.0,193.0,99.0,198.0,0.0,182.0,422.0,24979.0,25697.0,11.0,10.9,10.9,10.5,40.4,7.2,0.0,10.9,7.4,5.3,1.0,1.4,3.0,1.3,0.9,2.0,870.0,588.0,680.0,895.0,996.0,8917.0,2501.0,7052.0,2533.0,24220.0,14706.0,24583.0,13162.0,40.4,45.4,84.0,74.2,62.3,44.9,61.0,16.8,61.8,34.0,44.3,43.3,41.1,54925.0,27313.0,27612.0,23621.0,24152.0,3979.0,4528.0,51539.0,967.0,383.0,651.0,24.0,53.0,793.0,163.0,2009.0,70.0,33751.0,20355.0,1148.0,20.0,472.0,80.0,576.0,19207.0,24.7,24.7,0.4301339057548809,0.39474875509280216,0.20600272851296045,-1367.0,-718.0,0.9720589952134491,0.017421602787456445,0.0,0.002967683204369595,0.938352298588985,0.017605826126536186
"Borger, TX Micro Area",539.0,265.0,168.0,70.0,142.0,317.0,503.0,293.0,136.0,90.0,202.0,331.0,18.0,155.0,369.0,270.0,146.0,47.0,0.0,14.0,171.0,328.0,293.0,37.0,33.0,0.0,6929.0,6459.0,127.0,112.0,32.0,0.0,123.0,1046.0,29141.0,21146.0,20.6,17.8,19.5,18.1,27.0,11.0,10.0,21.8,11.8,10.0,2.0,3.6,6.2,4.0,1.7,2.6,758.0,,531.0,717.0,861.0,1983.0,1285.0,1806.0,1302.0,8333.0,5449.0,8290.0,3960.0,47.2,27.9,49.0,51.6,45.4,25.9,40.6,36.7,14.7,100.0,21.2,29.7,27.8,21344.0,10772.0,10572.0,7990.0,7868.0,1633.0,1837.0,19043.0,344.0,352.0,82.0,15.0,150.0,899.0,94.0,4964.0,17.0,10643.0,7191.0,357.0,12.0,220.0,0.0,125.0,6834.0,23.7,23.9,0.48272552783109407,0.525089605734767,0.4473684210526316,-36.0,7995.0,1.3780856899650051,0.03361344537815126,0.1999999999999993,0.004404047976011994,0.892194527736132,0.016116941529235384
"Boston-Cambridge-Newton, MA-NH Metro Area",166502.0,152604.0,87730.0,2873.0,27701.0,74246.0,163707.0,135732.0,72770.0,5537.0,39966.0,88082.0,3267.0,23884.0,70384.0,92375.0,6234.0,43014.0,3641.0,1850.0,18654.0,57929.0,101479.0,7571.0,52853.0,6211.0,1831217.0,1466003.0,133584.0,2978.0,126727.0,678.0,39719.0,161536.0,48581.0,35752.0,10.1,11.0,10.9,12.5,17.7,5.9,8.9,11.0,10.4,5.3,0.6,0.8,3.6,0.9,0.6,2.0,1475.0,1115.0,1225.0,1557.0,1723.0,535749.0,297401.0,535858.0,306668.0,1915752.0,1411587.0,2068022.0,1345986.0,47.5,37.1,75.9,69.5,49.4,34.7,51.3,43.4,35.1,44.7,33.7,37.5,37.6,4832346.0,2347899.0,2484447.0,1855082.0,2011628.0,320632.0,422188.0,3673593.0,402691.0,8935.0,383691.0,91371.0,1749.0,161079.0,38731.0,538595.0,11917.0,1958456.0,1819113.0,113768.0,4170.0,51432.0,3559.0,54607.0,1705345.0,21.1,22.1,0.49576783188828893,0.4707424671216914,0.4533956386292835,-2795.0,12829.0,1.358833072275677,0.03665354053864004,1.0,0.008014947605159068,0.7602090164901272,0.08333240210862385
"Boulder, CO Metro Area",17083.0,10640.0,5503.0,429.0,1995.0,4351.0,14625.0,7430.0,3255.0,808.0,2737.0,5224.0,95.0,1308.0,5240.0,14297.0,691.0,2762.0,280.0,40.0,1213.0,3989.0,12194.0,822.0,4024.0,354.0,127415.0,116302.0,1164.0,470.0,4880.0,87.0,2686.0,12493.0,43915.0,41752.0,8.1,8.1,8.3,5.6,21.8,3.9,13.8,8.5,7.3,4.4,0.5,0.6,3.1,0.7,0.4,1.3,1495.0,1097.0,1236.0,1527.0,1858.0,41939.0,20397.0,36349.0,20248.0,134104.0,97509.0,133640.0,86114.0,46.2,38.1,79.2,69.6,44.2,37.1,60.3,47.3,39.9,34.5,36.2,38.9,36.8,322510.0,162211.0,160299.0,130316.0,129748.0,20054.0,24040.0,286950.0,2944.0,1416.0,15281.0,3245.0,203.0,9782.0,3717.0,44740.0,994.0,136096.0,125894.0,8405.0,146.0,3721.0,353.0,4185.0,117489.0,17.4,17.1,0.4612400655985871,0.4111787493082457,0.3716601963918703,-2458.0,2163.0,1.0518059015137,0.01737061273051755,-0.29999999999999716,0.01152522402406127,0.8897398530278131,0.00912839911940715
"Bowling Green, KY Metro Area",8058.0,3850.0,1714.0,734.0,2016.0,2728.0,6607.0,2628.0,1185.0,892.0,2761.0,2964.0,247.0,797.0,4797.0,5206.0,492.0,992.0,21.0,91.0,844.0,3361.0,6262.0,586.0,1174.0,42.0,65672.0,57902.0,4608.0,148.0,1304.0,148.0,891.0,2096.0,30439.0,20527.0,17.6,16.2,17.5,14.2,42.8,12.1,6.3,17.8,6.3,9.1,1.4,0.8,6.4,1.7,0.7,2.3,761.0,674.0,652.0,754.0,877.0,20657.0,10514.0,18904.0,10685.0,68354.0,46286.0,71291.0,41309.0,47.3,32.5,65.9,55.1,44.8,29.5,58.9,31.0,21.9,37.1,29.3,34.8,34.1,174498.0,85972.0,88526.0,66024.0,69118.0,11153.0,13511.0,149157.0,11929.0,512.0,5331.0,619.0,482.0,4548.0,330.0,7860.0,240.0,74892.0,64721.0,4507.0,112.0,2194.0,112.0,2089.0,60214.0,27.1,29.9,0.45052846914422096,0.40568076566841615,0.40876164194549847,-1451.0,9912.0,1.4828762118185803,0.024850232970934104,2.799999999999997,0.0018911391534573462,0.8547777051885982,0.06836181503512934
"Bozeman, MT Micro Area",7080.0,3670.0,2025.0,150.0,1119.0,2096.0,5297.0,2167.0,1325.0,499.0,1672.0,2146.0,113.0,282.0,2572.0,5131.0,373.0,1081.0,12.0,138.0,228.0,1627.0,3972.0,276.0,1591.0,24.0,43777.0,41596.0,65.0,327.0,621.0,0.0,881.0,1169.0,35042.0,28046.0,9.1,7.0,7.9,12.9,18.9,10.3,100.0,8.0,4.7,4.3,0.8,0.4,3.2,0.5,0.5,1.2,1074.0,713.0,767.0,1030.0,1405.0,16736.0,7647.0,13990.0,7039.0,46194.0,35717.0,42463.0,28512.0,49.1,37.9,76.3,62.8,44.1,36.9,71.6,40.0,55.3,0.0,36.8,41.9,37.2,108063.0,56112.0,51951.0,45018.0,41397.0,6350.0,6865.0,101395.0,426.0,966.0,1472.0,157.0,7.0,2713.0,872.0,4032.0,122.0,49478.0,41985.0,3173.0,29.0,1519.0,11.0,1614.0,38812.0,19.4,19.0,0.42797123697180256,0.3712523556621552,0.39552238805970147,-1783.0,6996.0,1.2494473365185765,0.009139615505830444,-0.3999999999999986,0.008069366943357116,0.9382952536946041,0.003942144859942811
"Bradford, PA Micro Area",1200.0,924.0,715.0,94.0,379.0,537.0,972.0,554.0,315.0,201.0,382.0,618.0,3.0,170.0,894.0,692.0,84.0,168.0,16.0,0.0,184.0,688.0,698.0,51.0,152.0,5.0,17147.0,16861.0,16.0,49.0,51.0,10.0,141.0,67.0,29488.0,20535.0,18.5,17.8,18.2,4.1,17.5,1.9,0.0,18.3,8.0,10.7,1.3,2.5,6.1,3.4,2.0,4.5,657.0,248.0,477.0,663.0,785.0,4180.0,2576.0,3339.0,2185.0,17683.0,10354.0,16599.0,9037.0,49.1,29.9,67.9,55.1,58.4,27.4,85.1,73.3,60.4,58.8,27.2,31.6,27.7,41401.0,21416.0,19985.0,17103.0,16096.0,3562.0,4321.0,39132.0,1048.0,63.0,212.0,0.0,21.0,616.0,101.0,868.0,40.0,21275.0,17169.0,1430.0,21.0,780.0,2.0,627.0,15739.0,27.8,29.0,0.44751381215469616,0.37483085250338294,0.3058252427184466,-228.0,8953.0,1.4359873386900415,0.014685314685314685,1.1999999999999993,0.0024395546001304315,0.9451945605178619,0.025313398227095964
"Brainerd, MN Micro Area",1970.0,1536.0,1091.0,243.0,773.0,1201.0,1793.0,1220.0,621.0,375.0,910.0,1406.0,4.0,425.0,1204.0,1020.0,343.0,145.0,0.0,0.0,550.0,903.0,890.0,331.0,240.0,49.0,39984.0,37725.0,242.0,1364.0,136.0,2.0,430.0,388.0,30148.0,24688.0,15.5,12.6,14.0,7.6,15.9,4.4,0.0,13.9,19.7,7.1,0.6,0.7,5.3,1.2,1.0,3.5,783.0,436.0,579.0,802.0,923.0,7225.0,5010.0,7020.0,4728.0,37627.0,23633.0,37949.0,21566.0,56.8,24.7,63.6,51.8,39.7,22.8,70.2,57.3,27.5,50.0,22.7,30.5,26.3,93485.0,46928.0,46557.0,36495.0,36834.0,10411.0,11128.0,86219.0,648.0,4049.0,459.0,11.0,4.0,1877.0,227.0,1616.0,58.0,67782.0,39691.0,3155.0,15.0,1664.0,39.0,1437.0,36536.0,25.6,28.3,0.47648153069359556,0.4426705370101596,0.3627336448598131,-177.0,5460.0,1.221160077770577,0.004754358161648178,2.6999999999999993,0.0024281970369578005,0.9222763010108573,0.006931593303738568
"Branson, MO Micro Area",1340.0,728.0,416.0,378.0,664.0,824.0,1369.0,776.0,363.0,485.0,812.0,807.0,79.0,283.0,1097.0,1056.0,135.0,87.0,0.0,10.0,280.0,755.0,1275.0,148.0,221.0,0.0,22272.0,20831.0,345.0,236.0,162.0,0.0,296.0,847.0,25197.0,22734.0,18.8,16.5,17.9,10.8,34.2,6.8,0.0,18.3,6.4,10.1,1.9,1.9,5.6,1.8,1.2,3.8,816.0,645.0,574.0,767.0,959.0,4809.0,2897.0,5142.0,3104.0,21407.0,13746.0,23396.0,12815.0,53.9,23.8,51.7,48.8,32.5,22.4,55.2,38.5,18.8,0.0,22.2,25.2,25.1,55114.0,26630.0,28484.0,20697.0,22709.0,5335.0,6394.0,50517.0,839.0,552.0,546.0,121.0,12.0,1212.0,175.0,3260.0,52.0,30833.0,35207.0,2067.0,23.0,956.0,143.0,945.0,33140.0,26.0,26.7,0.5053525286083426,0.5159574468085106,0.46598202824133506,29.0,2463.0,1.1083399313803115,0.011127237542331882,0.6999999999999993,0.003175236781942882,0.9165910657909061,0.015222992343143303
"Breckenridge, CO Micro Area",987.0,1640.0,1138.0,0.0,83.0,209.0,751.0,1066.0,529.0,8.0,188.0,346.0,111.0,189.0,501.0,311.0,0.0,139.0,0.0,112.0,2.0,374.0,522.0,19.0,33.0,0.0,10641.0,10017.0,65.0,76.0,46.0,1.0,99.0,1047.0,63611.0,34594.0,6.6,4.6,5.2,3.8,2.7,0.0,8.9,5.7,2.6,3.2,0.9,1.4,2.1,0.3,1.9,1.9,1393.0,1062.0,1282.0,1383.0,2131.0,4325.0,2798.0,3235.0,2152.0,14497.0,12094.0,11759.0,8359.0,43.9,41.1,87.1,72.5,42.0,41.9,4.2,6.3,5.7,85.4,42.1,47.9,42.6,30649.0,16696.0,13953.0,14218.0,11454.0,2054.0,1860.0,27978.0,342.0,111.0,179.0,0.0,79.0,580.0,14.0,4382.0,40.0,31220.0,9707.0,602.0,12.0,205.0,0.0,385.0,9105.0,16.8,16.8,0.43210586881472957,0.3939393939393939,0.3173365326934613,-236.0,29017.0,1.8387870729028155,0.019933554817275746,0.0,0.0004567848869457405,0.9128519690691377,0.011158602238245946
