area_name,n_unmarried_males_20_24,n_unmarried_males_25_29,n_unmarried_males_30_34,n_married_males_20_24,n_married_males_25_29,n_married_males_30_34,n_unmarried_females_20_24,n_unmarried_females_25_29,n_unmarried_females_30_34,n_married_females_20_24,n_married_females_25_29,n_married_females_30_34,n_males_middle_school_dropout,n_males_high_school_dropout,n_males_ged,n_males_college_dropout,n_males_associates,n_males_bachelors,n_males_grad,n_females_middle_school_dropout,n_females_high_school_dropout,n_females_ged,n_females_college_dropout,n_females_associates,n_females_bachelors,n_females_grad,n_households,n_white_households,n_black_households,n_amerindian_households,n_asian_households,n_islander_households,n_mixed_households,n_hispanic_households,median_income_males_living_alone,median_income_females_living_alone,p_male_disabled,p_female_disabled,p_white_disabled,p_black_disabled,p_amerindian_disabled,p_asian_disabled,p_hawaiian_disabled,p_nonhisp_white_disabled,p_hispanic_disabled,p_disabled_18_34,p_deaf_18_34,p_blind_18_34,p_cognitive_18_34,p_ambulatory_18_34,p_self_care_18_34,p_independent_living_18_34,median_rent_overall,median_rent_0_bed,median_rent_1_bed,median_rent_2_bed,median_rent_3_bed,n_males_20_34,n_males_35_44,n_females_20_34,n_females_35_44,n_labor_males,n_working_males,n_labor_females,n_working_females,p_married,p_unmarried,p_males_20_34_unmarried,p_females_20_34_unmarried,p_hispanic_unmarried,p_white_unmarried,p_black_unmarried,p_amerindian_unmarried,p_asian_unmarried,p_islander_unmarried,p_white_non_hispanic_unmarried,p_unmarried_males_working,p_unmarried_females_working,n_people,n_males,n_females,n_males_18over,n_females_18over,n_males_65over,n_females_65over,n_white,n_black,n_amerindian,n_asian,n_indian,n_islander,n_mixed,n_hapa,n_hispanic,n_cuban,n_housing,total,n_unmarried_households,n_male_male_couple,n_male_female_couple,n_female_female_couple,n_female_male_couple,n_other_household,percent_obese_fem,percent_obese_male,p_unmarried_20_24_female,p_unmarried_25_29_female,p_unmarried_30_34_female,n_extra_unmarried_20_24_females,m_f_income_gap,m_f_income_ratio,p_gay,m_f_obesity_diff,p_hapa,p_white,p_black
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",68689.0,48312.0,26004.0,5988.0,18277.0,30347.0,52172.0,37384.0,22409.0,8249.0,22951.0,31246.0,950.0,8378.0,39398.0,43957.0,4221.0,6497.0,462.0,357.0,5449.0,24843.0,40994.0,5505.0,8739.0,671.0,663821.0,413515.0,199674.0,1913.0,20785.0,657.0,17506.0,34042.0,43409.0,32191.0,13.1,13.1,13.1,14.3,22.4,10.0,13.8,13.4,8.9,6.9,0.9,1.5,4.0,1.3,0.8,2.5,1180.0,937.0,930.0,1111.0,1417.0,216167.0,107425.0,195778.0,109069.0,690753.0,499978.0,724175.0,444920.0,47.3,33.5,66.2,57.2,41.4,27.3,44.4,29.2,27.3,33.4,26.6,35.8,33.6,1761729.0,867843.0,893886.0,669110.0,703609.0,109158.0,143401.0,1039668.0,538269.0,5188.0,67098.0,6742.0,1877.0,78478.0,17431.0,117892.0,4832.0,735011.0,644632.0,34448.0,653.0,17347.0,1334.0,15114.0,610184.0,30.8,29.1,0.4316694384458179,0.43623973114264375,0.46287154276743847,-16517.0,11218.0,1.3484824951073282,0.01895610775661867,-1.6999999999999993,0.009894257289287967,0.590140708360934,0.3055345061584387
"Visalia, CA Metro Area",15333.0,10943.0,6615.0,1233.0,5010.0,7665.0,12905.0,8689.0,5584.0,2555.0,6082.0,8226.0,491.0,3386.0,9680.0,8518.0,1382.0,615.0,40.0,345.0,2914.0,6989.0,10711.0,1383.0,899.0,36.0,138238.0,105646.0,2120.0,1764.0,4457.0,140.0,3496.0,75753.0,30944.0,23725.0,12.2,12.0,12.5,16.6,18.6,16.4,4.2,17.7,9.2,6.1,1.2,1.5,3.2,1.6,0.9,2.5,942.0,691.0,628.0,857.0,1119.0,50293.0,29240.0,48774.0,28495.0,165791.0,111491.0,168873.0,86331.0,47.3,36.6,65.4,55.7,42.5,35.0,49.6,40.4,34.5,38.1,25.2,35.8,32.9,461898.0,230966.0,230932.0,157754.0,160986.0,23344.0,28187.0,340462.0,7201.0,6118.0,16690.0,1497.0,766.0,15712.0,2497.0,298245.0,267.0,148994.0,,,,,,,,34.4,35.3,0.45700828670585736,0.44259372453137735,0.4577424379047463,-2428.0,7219.0,1.304278187565859,,0.8999999999999986,0.005405955427388731,0.7370934708528722,0.015590022039497898
"Wabash, IN Micro Area",863.0,386.0,230.0,191.0,404.0,385.0,907.0,327.0,198.0,131.0,441.0,466.0,27.0,269.0,611.0,544.0,55.0,137.0,0.0,26.0,121.0,655.0,632.0,57.0,95.0,10.0,12862.0,12484.0,45.0,126.0,58.0,0.0,119.0,147.0,35674.0,24463.0,13.7,14.8,14.4,6.9,34.4,0.0,0.0,14.4,4.5,4.9,0.3,0.5,3.4,1.4,0.8,1.7,706.0,775.0,552.0,719.0,778.0,2736.0,1727.0,2751.0,1751.0,12511.0,8414.0,13139.0,7020.0,53.4,25.7,54.1,52.1,50.0,24.9,76.2,27.9,16.7,100.0,24.5,26.7,26.2,31389.0,15334.0,16055.0,12034.0,12848.0,2758.0,3643.0,30001.0,349.0,247.0,121.0,0.0,10.0,318.0,80.0,819.0,30.0,14154.0,12875.0,826.0,0.0,488.0,7.0,331.0,12049.0,27.6,29.1,0.5124293785310734,0.4586255259467041,0.46261682242990654,44.0,11211.0,1.4582839390099334,0.0,1.5,0.0025486635445538244,0.9557806875019912,0.01111854471311606
"Waco, TX Metro Area",12587.0,5501.0,3029.0,1022.0,2684.0,4128.0,11493.0,4950.0,2765.0,1402.0,3145.0,4313.0,153.0,1993.0,6326.0,8289.0,1028.0,1383.0,99.0,109.0,1271.0,5425.0,9368.0,931.0,1595.0,128.0,95253.0,75394.0,14592.0,328.0,1159.0,26.0,1573.0,18965.0,27193.0,23432.0,14.3,13.8,13.5,18.4,13.5,5.4,0.0,16.1,7.7,6.9,1.3,1.5,3.9,1.6,0.8,2.5,864.0,666.0,686.0,862.0,1046.0,31125.0,14695.0,31245.0,15883.0,100736.0,64942.0,109022.0,61106.0,44.8,35.6,67.8,61.5,41.0,32.3,50.3,40.2,48.4,27.3,29.3,33.1,33.0,268361.0,130707.0,137654.0,96987.0,105582.0,16910.0,21687.0,209318.0,40979.0,1175.0,4135.0,556.0,133.0,5812.0,879.0,70148.0,416.0,108923.0,94271.0,4697.0,37.0,2161.0,131.0,2368.0,89574.0,26.5,26.3,0.4772840531561462,0.47363888623098266,0.4772178115291681,-1094.0,3761.0,1.1605069989757597,0.007877368533106239,-0.1999999999999993,0.0032754386814775618,0.7799866597605464,0.15270102585696133
"Wahpeton, ND-MN Micro Area",821.0,383.0,268.0,36.0,257.0,368.0,629.0,285.0,130.0,70.0,284.0,422.0,3.0,143.0,397.0,781.0,176.0,52.0,0.0,1.0,92.0,242.0,694.0,31.0,81.0,0.0,9595.0,9232.0,50.0,156.0,24.0,0.0,92.0,132.0,40512.0,20524.0,12.6,12.8,12.9,46.7,3.4,3.2,,12.8,14.6,5.1,0.8,1.2,3.0,0.7,0.6,1.3,644.0,472.0,455.0,634.0,947.0,2164.0,1239.0,1981.0,1191.0,9437.0,6582.0,8722.0,5436.0,53.6,30.5,68.0,52.7,34.9,29.0,82.7,60.9,17.7,,29.0,32.2,23.6,22545.0,11752.0,10793.0,9127.0,8503.0,1887.0,2099.0,21301.0,137.0,384.0,63.0,0.0,0.0,501.0,78.0,534.0,0.0,10854.0,9586.0,608.0,2.0,270.0,54.0,282.0,8978.0,29.1,30.4,0.4337931034482759,0.42664670658682635,0.32663316582914576,-192.0,19988.0,1.9738842330929642,0.003289473684210526,1.2999999999999972,0.0034597471723220225,0.9448214681747615,0.006076735418052783
"Walla Walla, WA Metro Area",2517.0,1511.0,1029.0,181.0,695.0,774.0,2223.0,838.0,436.0,298.0,623.0,872.0,60.0,440.0,1334.0,1739.0,317.0,176.0,0.0,35.0,256.0,800.0,2083.0,327.0,299.0,4.0,22646.0,20441.0,200.0,76.0,202.0,21.0,443.0,3215.0,30906.0,26136.0,16.5,15.3,16.1,10.3,23.6,10.2,27.5,17.0,11.3,8.7,1.1,1.5,5.4,1.7,0.4,2.7,926.0,555.0,680.0,921.0,1112.0,7159.0,3610.0,5827.0,3125.0,24991.0,14531.0,23966.0,13455.0,48.1,33.1,70.6,60.0,47.7,29.3,62.7,55.7,52.7,89.9,27.1,30.3,33.1,60365.0,30904.0,29461.0,24316.0,23282.0,4784.0,5852.0,50534.0,1074.0,393.0,999.0,38.0,99.0,2767.0,471.0,12874.0,180.0,24745.0,24062.0,1499.0,47.0,717.0,27.0,708.0,22563.0,26.1,26.2,0.4689873417721519,0.356747552149851,0.2976109215017065,-294.0,4770.0,1.1825068870523416,0.03135423615743829,0.09999999999999787,0.007802534581297109,0.8371407272426075,0.017791766752257104
"Wapakoneta, OH Micro Area",1236.0,798.0,216.0,136.0,559.0,765.0,864.0,458.0,211.0,424.0,648.0,919.0,19.0,210.0,914.0,486.0,121.0,141.0,4.0,0.0,209.0,692.0,523.0,225.0,102.0,10.0,18888.0,18322.0,65.0,90.0,94.0,0.0,204.0,255.0,33556.0,25091.0,10.1,11.5,11.0,5.3,0.0,6.9,0.0,11.0,13.4,5.9,0.8,0.6,3.6,1.5,0.6,1.4,729.0,541.0,548.0,680.0,893.0,3987.0,2661.0,3778.0,2532.0,17771.0,13138.0,18279.0,11020.0,58.8,23.8,56.4,40.6,39.2,23.5,31.6,19.4,36.6,0.0,23.5,27.4,20.7,45729.0,22693.0,23036.0,17115.0,17553.0,3626.0,4560.0,44142.0,292.0,95.0,216.0,32.0,3.0,581.0,196.0,770.0,0.0,19902.0,18723.0,1309.0,15.0,543.0,36.0,715.0,17414.0,38.6,39.4,0.4114285714285714,0.3646496815286624,0.49414519906323184,-372.0,8465.0,1.3373719660436012,0.01145912910618793,0.7999999999999972,0.004286120404994642,0.9652955454962934,0.0063854446849920185
"Warner Robins, GA Metro Area",5730.0,4393.0,2190.0,489.0,1689.0,3209.0,5048.0,3532.0,2253.0,665.0,2342.0,3592.0,167.0,1010.0,2788.0,3906.0,557.0,381.0,0.0,61.0,853.0,2270.0,4056.0,384.0,857.0,81.0,67192.0,41205.0,22214.0,438.0,1422.0,0.0,1352.0,3277.0,36102.0,26913.0,13.3,14.7,14.6,13.6,20.7,13.6,0.0,15.1,9.0,7.2,1.4,1.7,4.2,1.3,0.4,2.5,888.0,623.0,733.0,808.0,1034.0,18889.0,11017.0,19328.0,12364.0,67168.0,47609.0,73205.0,43006.0,48.2,32.2,65.2,56.0,40.7,23.8,46.2,29.5,24.4,0.0,23.0,32.7,31.6,180652.0,87639.0,93013.0,64413.0,71101.0,10080.0,13190.0,105923.0,59802.0,939.0,5339.0,1201.0,37.0,5818.0,908.0,12118.0,427.0,74670.0,70066.0,3757.0,65.0,2041.0,150.0,1501.0,66309.0,32.1,30.1,0.46836147708294673,0.4456782334384858,0.5070898041863605,-682.0,9189.0,1.341433507970126,0.01730103806228374,-2.0,0.005026238292407502,0.5863372672320262,0.3310342537032527
"Warren, PA Micro Area",968.0,642.0,395.0,99.0,352.0,556.0,762.0,413.0,215.0,142.0,463.0,637.0,57.0,243.0,783.0,248.0,93.0,79.0,3.0,52.0,140.0,593.0,350.0,18.0,147.0,16.0,17115.0,16888.0,59.0,16.0,46.0,0.0,91.0,76.0,31350.0,23318.0,16.7,15.3,16.0,0.6,22.2,0.0,,16.1,11.0,8.4,1.2,1.0,4.2,2.4,0.9,3.2,614.0,520.0,479.0,654.0,730.0,3191.0,2072.0,2887.0,2048.0,16499.0,10148.0,16523.0,8989.0,54.8,23.9,62.8,48.1,47.0,23.6,23.4,17.9,41.8,,23.4,28.4,23.6,39756.0,19901.0,19855.0,15968.0,16048.0,4131.0,4751.0,38843.0,192.0,45.0,191.0,46.0,0.0,422.0,57.0,432.0,7.0,23629.0,17080.0,953.0,13.0,561.0,2.0,377.0,16127.0,27.6,28.2,0.44046242774566474,0.3914691943127962,0.3524590163934426,-206.0,8032.0,1.3444549275238014,0.013641133263378805,0.5999999999999979,0.0014337458496830667,0.9770349129691116,0.004829459704195593
"Warrensburg, MO Micro Area",3844.0,1363.0,534.0,468.0,1052.0,988.0,2799.0,607.0,345.0,734.0,995.0,1040.0,12.0,202.0,1584.0,2984.0,493.0,293.0,0.0,27.0,142.0,1211.0,2826.0,377.0,430.0,22.0,19864.0,17994.0,705.0,128.0,343.0,56.0,525.0,745.0,32778.0,22192.0,12.8,11.5,12.3,7.8,4.0,13.0,0.0,12.5,8.4,5.6,0.5,0.5,4.4,1.0,0.6,1.6,806.0,541.0,534.0,723.0,1024.0,8736.0,2949.0,7038.0,2858.0,22135.0,15562.0,21067.0,12908.0,49.7,35.2,65.7,53.3,52.2,33.3,60.0,30.5,36.4,94.8,32.5,39.4,34.6,53682.0,27503.0,26179.0,21574.0,20556.0,3147.0,3434.0,47758.0,2326.0,216.0,917.0,155.0,154.0,1961.0,339.0,2356.0,7.0,22280.0,19939.0,1358.0,12.0,690.0,24.0,632.0,18581.0,36.0,34.5,0.42134577751016106,0.3081218274111675,0.3924914675767918,-1045.0,10586.0,1.4770187454938717,0.008836524300441826,-1.5,0.0063149659103610145,0.8896464364218919,0.043329235125367904
"Warsaw, IN Micro Area",2179.0,1296.0,753.0,366.0,1115.0,1607.0,1790.0,1106.0,637.0,631.0,1159.0,1415.0,213.0,660.0,1379.0,1087.0,52.0,195.0,39.0,114.0,281.0,1253.0,1407.0,232.0,224.0,0.0,30997.0,29549.0,211.0,72.0,424.0,0.0,334.0,1671.0,36980.0,25451.0,13.3,13.7,13.8,23.5,17.4,3.9,0.0,14.1,8.9,6.5,1.2,0.8,4.1,0.8,0.5,1.6,788.0,835.0,642.0,753.0,858.0,7889.0,4663.0,7520.0,4418.0,30763.0,22800.0,31128.0,18426.0,56.1,25.8,53.6,47.0,42.5,25.2,27.8,29.4,34.9,0.0,24.1,28.4,28.4,79035.0,39472.0,39563.0,29694.0,30268.0,5845.0,6982.0,74170.0,589.0,373.0,995.0,661.0,23.0,1597.0,282.0,6293.0,15.0,38526.0,30676.0,2246.0,21.0,1170.0,28.0,1027.0,28430.0,30.5,32.0,0.4509952128999748,0.4604496253122398,0.45827338129496403,-389.0,11529.0,1.452988094770343,0.009349955476402494,1.5,0.0035680394761814387,0.9384449927247422,0.007452394508761941
"Washington, IN Micro Area",786.0,477.0,305.0,189.0,596.0,580.0,665.0,241.0,183.0,213.0,740.0,553.0,403.0,239.0,489.0,245.0,39.0,35.0,0.0,289.0,271.0,330.0,369.0,116.0,24.0,7.0,11227.0,10767.0,209.0,13.0,17.0,0.0,125.0,316.0,29797.0,21179.0,15.2,13.7,14.2,20.9,100.0,19.1,0.0,14.5,7.7,9.2,1.7,1.6,4.8,3.2,1.8,4.0,692.0,,477.0,723.0,803.0,3230.0,1853.0,2941.0,1807.0,12159.0,8823.0,12320.0,6282.0,55.5,26.3,48.5,37.0,55.0,25.0,34.1,0.0,29.0,100.0,24.6,26.5,27.9,33120.0,16687.0,16433.0,11638.0,11783.0,2265.0,2764.0,31447.0,652.0,13.0,89.0,40.0,15.0,383.0,60.0,1646.0,10.0,12554.0,11417.0,554.0,0.0,256.0,11.0,287.0,10863.0,32.1,33.9,0.4583046175051689,0.33565459610027853,0.375,-121.0,8618.0,1.4069125076726947,0.0,1.7999999999999972,0.0018115942028985507,0.9494867149758454,0.01968599033816425
"Washington, NC Micro Area",1231.0,681.0,446.0,43.0,344.0,550.0,1007.0,644.0,398.0,53.0,449.0,621.0,15.0,273.0,849.0,386.0,140.0,65.0,0.0,0.0,391.0,583.0,631.0,24.0,33.0,0.0,19701.0,14804.0,4590.0,22.0,26.0,0.0,177.0,1176.0,21880.0,19996.0,19.5,16.8,16.6,22.7,82.3,29.4,,18.0,2.9,7.2,0.0,1.5,5.0,1.5,1.6,3.3,740.0,555.0,340.0,674.0,862.0,3482.0,2400.0,3609.0,2744.0,18179.0,10866.0,20524.0,9998.0,49.7,26.7,67.7,56.8,51.5,22.2,40.6,0.8,2.0,,19.6,32.5,27.7,47168.0,22529.0,24639.0,17575.0,19985.0,4910.0,6103.0,33969.0,11782.0,124.0,52.0,1.0,0.0,836.0,58.0,3658.0,59.0,26081.0,19325.0,971.0,10.0,440.0,0.0,521.0,18354.0,23.3,22.3,0.44995531724754245,0.48603773584905663,0.471563981042654,-224.0,1884.0,1.0942188437687537,0.010298661174047374,-1.0,0.0012296472184531886,0.7201704545454546,0.2497879918588874
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",183930.0,174906.0,111698.0,5703.0,38447.0,98567.0,176902.0,156159.0,96288.0,11095.0,56523.0,117209.0,4858.0,30680.0,83677.0,97906.0,11857.0,39364.0,3337.0,3084.0,22935.0,67257.0,103541.0,13633.0,54653.0,5633.0,2216997.0,1281623.0,569344.0,7580.0,200494.0,1310.0,63102.0,246536.0,68507.0,56819.0,8.3,9.0,8.8,11.0,15.5,5.8,13.0,9.3,5.3,4.8,0.7,0.9,2.9,0.9,0.6,1.8,1690.0,1444.0,1486.0,1693.0,1940.0,654747.0,437814.0,664961.0,451062.0,2379526.0,1833375.0,2544591.0,1694556.0,48.9,36.1,71.9,64.6,42.3,31.4,45.2,38.3,27.6,39.7,30.4,35.3,36.4,6196585.0,3028975.0,3167610.0,2300785.0,2468692.0,344219.0,441809.0,3313053.0,1569935.0,19727.0,624101.0,170518.0,4123.0,260261.0,83086.0,976666.0,19792.0,2361267.0,2191338.0,113394.0,5752.0,53871.0,3459.0,50312.0,2077944.0,28.5,21.5,0.4902613958850656,0.4716868288704635,0.46295423730443397,-7028.0,11688.0,1.205705837835935,0.050725787960562284,-7.0,0.013408353149355652,0.5346578801065426,0.2533548720787337
"Washington Court House, OH Micro Area",614.0,537.0,216.0,146.0,284.0,409.0,629.0,368.0,238.0,124.0,337.0,539.0,20.0,227.0,542.0,241.0,26.0,85.0,0.0,0.0,103.0,517.0,221.0,132.0,116.0,0.0,11773.0,11291.0,265.0,5.0,35.0,2.0,122.0,223.0,30819.0,20079.0,18.9,18.0,18.3,17.8,100.0,0.0,0.0,18.3,23.2,9.7,3.6,0.8,6.9,1.7,0.6,4.7,718.0,465.0,542.0,696.0,817.0,2493.0,1668.0,2518.0,1789.0,10949.0,7286.0,11697.0,6246.0,49.8,24.3,54.8,49.0,46.7,23.9,24.7,0.0,7.6,0.0,23.8,27.5,23.3,28620.0,13972.0,14648.0,10504.0,11347.0,2198.0,2761.0,26802.0,710.0,9.0,282.0,51.0,11.0,626.0,20.0,615.0,50.0,12783.0,11736.0,921.0,40.0,429.0,10.0,442.0,10815.0,39.1,37.4,0.5060337892196299,0.4066298342541437,0.5242290748898678,15.0,10740.0,1.534887195577469,0.04343105320304017,-1.7000000000000028,0.0006988120195667365,0.9364779874213837,0.02480782669461915
"Waterloo-Cedar Falls, IA Metro Area",7951.0,3724.0,1850.0,529.0,1761.0,2694.0,8067.0,2712.0,1687.0,619.0,2230.0,2695.0,75.0,913.0,2507.0,5745.0,1034.0,1155.0,32.0,49.0,735.0,1690.0,7729.0,1118.0,859.0,83.0,67736.0,60500.0,4915.0,200.0,833.0,164.0,672.0,1656.0,36357.0,27026.0,11.8,11.6,11.9,13.2,4.5,4.3,6.0,11.9,8.9,5.9,0.9,0.7,3.8,0.8,0.6,1.8,784.0,587.0,603.0,797.0,954.0,19543.0,9684.0,19076.0,9571.0,66606.0,47791.0,69988.0,44474.0,49.0,34.8,69.2,65.3,46.0,32.2,56.9,57.6,35.9,67.1,32.1,38.7,38.7,169556.0,83487.0,86069.0,64457.0,68041.0,12743.0,15780.0,146796.0,12836.0,662.0,3465.0,605.0,365.0,3428.0,480.0,6377.0,73.0,73892.0,67698.0,4689.0,107.0,2806.0,31.0,1745.0,63009.0,36.1,35.6,0.503620926457735,0.4213797389683033,0.4769578739044388,116.0,9331.0,1.3452601198845555,0.022819364470036255,-0.5,0.0028309231168463516,0.8657670622095355,0.0757036023496662
"Watertown, SD Micro Area",895.0,558.0,350.0,123.0,517.0,674.0,777.0,495.0,224.0,236.0,536.0,672.0,0.0,160.0,605.0,410.0,118.0,96.0,0.0,1.0,83.0,408.0,540.0,176.0,157.0,0.0,14331.0,13764.0,89.0,169.0,68.0,0.0,194.0,273.0,36353.0,23415.0,12.5,12.4,11.9,39.6,16.9,13.7,0.0,12.0,8.5,8.0,0.8,1.0,5.3,0.5,0.3,1.7,734.0,491.0,553.0,752.0,949.0,3300.0,2093.0,3082.0,1921.0,13353.0,10256.0,13149.0,8392.0,56.7,26.5,54.6,48.5,58.0,25.4,61.5,66.1,30.7,,24.7,29.8,24.7,34051.0,17208.0,16843.0,12776.0,12697.0,2597.0,3101.0,32250.0,245.0,692.0,175.0,51.0,14.0,618.0,134.0,916.0,0.0,16001.0,11974.0,635.0,0.0,267.0,0.0,368.0,11339.0,31.4,34.0,0.4647129186602871,0.4700854700854701,0.3902439024390244,-118.0,12938.0,1.5525517830450566,0.0,2.6000000000000014,0.003935273560247863,0.9471087486417432,0.007195089718363631
"Watertown-Fort Atkinson, WI Micro Area",2510.0,1482.0,925.0,72.0,838.0,1349.0,2096.0,1097.0,621.0,267.0,1023.0,1644.0,49.0,261.0,1592.0,1801.0,195.0,220.0,16.0,24.0,189.0,1459.0,1577.0,210.0,393.0,45.0,32965.0,31704.0,171.0,52.0,164.0,3.0,375.0,1526.0,33964.0,27480.0,11.3,11.7,11.6,9.7,19.5,10.6,9.1,11.8,8.6,6.9,1.0,1.0,4.4,1.6,1.3,2.7,857.0,606.0,624.0,870.0,1108.0,7559.0,5447.0,7289.0,5129.0,34302.0,25123.0,34639.0,22660.0,53.5,29.0,65.0,52.3,42.2,28.0,61.4,40.2,41.4,0.0,27.6,31.4,27.6,84701.0,42338.0,42363.0,33031.0,33546.0,6417.0,7493.0,79705.0,753.0,94.0,530.0,40.0,33.0,1944.0,386.0,5992.0,41.0,35818.0,32866.0,2527.0,3.0,1071.0,84.0,1369.0,30339.0,28.0,29.6,0.4550586191923578,0.42535866614967044,0.4016817593790427,-414.0,6484.0,1.235953420669578,0.001187178472497032,1.6000000000000014,0.004557207116799094,0.9410160446747973,0.008890095748574398
"Watertown-Fort Drum, NY Metro Area",5527.0,3277.0,1465.0,1327.0,2197.0,2483.0,2414.0,1429.0,1030.0,1472.0,2325.0,2187.0,143.0,435.0,5132.0,2273.0,318.0,484.0,0.0,75.0,424.0,1868.0,1804.0,683.0,334.0,47.0,42734.0,38628.0,1935.0,118.0,641.0,100.0,1009.0,2260.0,34737.0,24188.0,16.2,13.7,15.3,10.9,21.2,12.1,22.8,15.6,9.0,9.5,1.6,1.1,6.3,2.1,1.0,3.2,987.0,629.0,598.0,985.0,1224.0,18092.0,6830.0,12328.0,6081.0,46752.0,32439.0,41385.0,23663.0,52.0,30.6,56.8,39.5,34.9,28.7,39.0,39.9,29.7,26.8,28.9,37.1,26.8,112842.0,59266.0,53576.0,45379.0,40181.0,6690.0,8233.0,97448.0,6932.0,564.0,1983.0,337.0,249.0,4341.0,555.0,8489.0,122.0,59969.0,43267.0,3107.0,23.0,1493.0,71.0,1520.0,40160.0,35.2,31.7,0.30399194056164214,0.30365490862728434,0.41282565130260523,-3113.0,10549.0,1.4361253514139243,0.007402639201802382,-3.5000000000000036,0.004918381453714042,0.8635791637865334,0.06143102745431665
"Wauchula, FL Micro Area",973.0,757.0,480.0,139.0,362.0,379.0,551.0,334.0,114.0,148.0,278.0,475.0,129.0,326.0,541.0,426.0,101.0,0.0,0.0,15.0,173.0,488.0,248.0,59.0,44.0,0.0,7863.0,6617.0,380.0,15.0,91.0,0.0,46.0,2733.0,17428.0,12500.0,10.4,12.5,12.6,10.5,100.0,3.1,0.0,15.7,7.2,6.4,1.1,1.3,4.5,2.3,1.3,3.0,740.0,,469.0,714.0,812.0,3254.0,1874.0,2266.0,1445.0,11101.0,6080.0,9659.0,4300.0,46.8,34.0,67.9,44.1,41.0,30.6,50.0,34.8,41.5,100.0,25.7,36.4,25.6,27131.0,14696.0,12435.0,10761.0,9259.0,2036.0,2249.0,21824.0,2051.0,23.0,234.0,19.0,40.0,295.0,0.0,11828.0,364.0,9763.0,7772.0,383.0,0.0,145.0,0.0,238.0,7389.0,33.3,33.2,0.3615485564304462,0.30614115490375804,0.1919191919191919,-422.0,4928.0,1.39424,0.0,-0.09999999999999432,0.0,0.8043934982123769,0.0755961814898087
"Wausau-Weston, WI Metro Area",4111.0,2938.0,1981.0,542.0,1701.0,2408.0,3663.0,1945.0,1102.0,694.0,2221.0,3035.0,142.0,660.0,2498.0,2294.0,387.0,600.0,21.0,142.0,526.0,2278.0,1922.0,499.0,628.0,46.0,68091.0,64941.0,261.0,248.0,1868.0,0.0,558.0,1050.0,34317.0,25497.0,12.3,11.5,12.1,8.2,36.3,8.0,19.3,12.2,7.6,6.8,0.4,1.4,4.4,0.9,0.7,2.8,742.0,511.0,573.0,765.0,898.0,14297.0,10114.0,13518.0,9703.0,65637.0,47110.0,65820.0,41376.0,57.3,25.7,63.2,49.6,47.0,24.2,64.4,54.5,41.5,22.0,23.9,29.8,24.6,163140.0,81938.0,81202.0,63305.0,63556.0,13402.0,15585.0,149446.0,1014.0,490.0,7982.0,315.0,114.0,3236.0,698.0,4216.0,29.0,76477.0,,,,,,,,29.2,28.6,0.47118600463082067,0.3983207044849478,0.35744404800518975,-448.0,8820.0,1.3459230497705612,,-0.5999999999999979,0.004278533774672061,0.9160598259163908,0.006215520411916146
"Waycross, GA Micro Area",1232.0,1443.0,768.0,184.0,444.0,593.0,984.0,842.0,707.0,491.0,536.0,618.0,97.0,498.0,1049.0,480.0,39.0,0.0,0.0,46.0,421.0,829.0,551.0,164.0,15.0,1.0,20871.0,15956.0,4212.0,101.0,101.0,0.0,168.0,722.0,26914.0,16668.0,16.3,16.4,16.6,14.7,18.2,6.0,0.0,16.5,19.3,6.8,0.2,2.8,4.0,0.9,1.8,2.9,662.0,661.0,402.0,658.0,728.0,5350.0,3451.0,4761.0,3272.0,21475.0,12005.0,21651.0,10115.0,47.0,30.0,64.4,53.2,53.6,23.3,48.7,20.2,54.9,0.0,22.9,26.8,29.8,54843.0,27620.0,27223.0,20723.0,20907.0,3975.0,5267.0,39574.0,12538.0,279.0,374.0,182.0,23.0,1008.0,46.0,2434.0,0.0,24885.0,20973.0,1044.0,4.0,570.0,18.0,452.0,19929.0,31.9,30.5,0.44404332129963897,0.36849015317286654,0.4793220338983051,-248.0,10246.0,1.6147108231341494,0.0038314176245210726,-1.3999999999999986,0.0008387579089400652,0.7215870758346553,0.22861623178892476
"Weatherford, OK Micro Area",1451.0,445.0,263.0,295.0,488.0,501.0,1262.0,389.0,75.0,312.0,249.0,522.0,31.0,261.0,689.0,1167.0,135.0,163.0,0.0,0.0,104.0,379.0,1592.0,84.0,172.0,39.0,10653.0,9062.0,306.0,337.0,66.0,0.0,560.0,1302.0,39115.0,22921.0,11.0,13.8,13.1,13.9,13.8,13.6,0.0,14.6,5.3,5.5,0.6,1.2,2.9,1.2,1.1,1.4,728.0,469.0,517.0,696.0,952.0,3834.0,1505.0,3432.0,1654.0,11094.0,7757.0,11364.0,6582.0,46.6,32.5,56.3,50.3,39.0,29.5,56.3,55.4,41.5,50.0,28.8,31.8,31.8,29152.0,14290.0,14862.0,10726.0,11062.0,1679.0,2234.0,23391.0,903.0,1067.0,352.0,30.0,10.0,2275.0,93.0,5322.0,0.0,12636.0,10505.0,679.0,18.0,240.0,5.0,416.0,9826.0,37.2,37.6,0.46516771102100996,0.46642685851318944,0.22189349112426035,-189.0,16194.0,1.7065136774137255,0.026509572901325478,0.3999999999999986,0.0031901756311745336,0.8023806256860593,0.03097557628979144
